name	signature
Tregs	Foxp3
Th1	Il12a;Il18;Cxcr3
Th2	Ccr8;Ccr4
Th9	Il9
Th17	Il17a;Il17f
MAIT	Trav1-2
Tfh	Il21
Th22	Il22
NK	Klrc1;Klrd1
Tcell	Cd3e
mono	Cd14
