name	signature
CD8A	CD8A
CD8B	CD8B
CD4	CD4
Naive	CCR7;SELL
Cyto	GZMA;GZMB;PRF1;GNLY;NKG7
KIR	KIR2DL1
Treg	FOXP3
RORC	RORC
CCR4	CCR4
CCR10	CCR10
IRF4	IRF4
CXCR3	CXCR3
Il21	IL21
CD161	KLRB1
IL32	IL32
FTH1	FTH1
NKG2D	KLRK1
IL23R	IL23R
