levels	use_as	name	signature
level1	positive	Immune	
level1	positive	Lymphoid	
level1	negative	Myeloid	
level1	positive	Tcell	
level2	positive	Tcell	
level2	negative	Na•ve	
level2	negative	Memory	
level2	positive	Effector	
level2	negative	exhausted-like (LAG3)	
level2	negative	exhausted-like 	
level2	negative	proliferative	
