name	signature
CD8T	CD8A
Exhausted	TOX;PDCD1;LAG3;TIGIT;HAVCR2
Cytotoxic	GZMB;PRF1;GZMA
Stemness	LEF1;CCR7;TCF7;SELL
CD8_N	LEF1;CCR7;TCF7;SELL;TOX-;CXCL13-
CD8_TEX	HAVCR2;LAYN;LAG3;GZMB;ENTPD1
CD8_TPEX	XCL1;XCL2;TOX;GNG4;CD200
CD8_TEMRA	FCGR3A;CX3CR1;FGFBP2
CD8_INN	FCER1G;IKZF2;TYROBP
CD8_INN2	KIR2DL3;KLRC3;KIR3DL2;KLRC2
CD8_EM	GZMK;CXCR3
CD8_GD	TRDC;TRGC1;TRGC2;TRDV1
CD8_TRM	ZNF683;ITGAE
CD8_MAIT	TRAV1-2;SLC4A10
