levels	use_as	name	signature
level1	negative	CD8A	
level2	negative	CD8B	
level3	positive	CD4	
level4	negative	Treg	
level5	negative	RORC	
level6	negative	CCR4	
level7	negative	Il21	
level8	negative	CCR10	
level9	negative	IRF4	
level10	negative	CXCR3	
level11	negative	Naive	
level12	negative	CD161	
level13	positive	FTH1	
