####################
## BD Rhapsody Targeted Analysis Pipeline Version 1.12
## Analysis Date - Tue Feb 14 2023 18:06:45 GMT+0000 (Coordinated Universal Time)
## Libraries - RhapVDJDemo-BCR | RhapVDJDemo-TCR | RhapVDJDemo-mRNA - Bead version detected: Original (V1)
## References - bd_rhapsody_immune_response_panel_hs.fasta
## Parameters - Sample Tag Version: None | Sample Tag Names:  | VDJ Version: human | Subsample Reads: None | Putative Cell Calling Type: mRNA | Refined Putative Cell Calling: On | Exclude Intronic Reads: Off | Generate Bam: On | Exact Cell Count: None
####################
Cell_Index,ADA,ADGRE1,ADGRG3,AIM2,ALAS2,ANXA5,AOC3,APOBEC3G,APOE,AQP9,ARG1,ARL4C,ATF6B,AURKB,AZU1,B3GAT1,BACH2,BAX,BCL11B,BCL2,BCL2A1,BCL6,BIN2,BIRC3,BLK,BLNK,BPI,BTG1,BTLA,C10orf54,C1QA,C1QB,CASP5,CBLB,CCL1,CCL13,CCL17,CCL19,CCL2,CCL20,CCL22,CCL3,CCL4,CCL5,CCND2,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR7,CCR8,CCR9,CD14,CD160,CD163,CD1A,CD1B,CD1C,CD2,CD200,CD209,CD22,CD24,CD244,CD247,CD27,CD274,CD28,CD300A,CD33,CD34,CD36,CD37,CD38,CD3D,CD3E,CD3G,CD4,CD40,CD44,CD48,CD5,CD52,CD6,CD63,CD69,CD7,CD70,CD72,CD74,CD79A,CD79B,CD80,CD86,CD8A,CD8B,CD9,CEACAM8,CHI3L1,CHI3L2,CLC,CLEC10A,CLEC4D,CLEC4E,CMKLR1,CMTM2,CNOT2,CNTNAP3,CPA3,CR2,CSF2,CSF3,CST7,CTLA4,CTSD,CTSG,CTSW,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL13,CXCL16,CXCL2,CXCL3,CXCL5,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,DEFA3,DEFA4,DOCK8,DPP4,DUSP1,DUSP2,DUSP4,EBF1,EGR1,EGR3,ELANE,ENTPD1,EOMES,EPX,F13A1,F5,FAM129C,FAM65B,FAS,FASLG,FCER1A,FCER1G,FCER2,FCGR3A,FCN1,FLT3,FN1,FOSB,FOSL1,FOXO1,FOXP1,FOXP3,FTH1,FUT4,FYB,FYN,GAB2,GAPDH,GIMAP2,GIMAP5,GNAI2,GNLY,GZMA,GZMB,GZMH,GZMK,HAVCR2,HLA-A,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HMMR,ICAM1,ICOS,IER3,IFITM2,IFITM3,IFNA1,IFNG,IFNGR1,IGBP1,IGHA1_secreted,IGHD_membrane,IGHE_secreted,IGHG1_membrane,IGHG1_secreted,IGHG2_secreted,IGHG3_secreted,IGHG4_secreted,IGHM_membrane,IGHM_secreted,IGKC,IGLC3,IKZF1,IKZF2,IL12A,IL12RB1,IL12RB2,IL13,IL15,IL15RA,IL17A,IL17F,IL18,IL18R1,IL18RAP,IL1B,IL1R2,IL1RL1,IL1RN,IL2,IL21,IL22,IL23R,IL25,IL2RA,IL2RB,IL3,IL31,IL32,IL33,IL3RA,IL4,IL4R,IL5,IL6,IL7R,IL9,IRF4,IRF8,ITGA4,ITGAE,ITGAM,ITGAX,ITGB2,JCHAIN,JUN,JUNB,KCNE3,KDELR1,KIAA0101,KIR2DL1,KIT,KLRB1,KLRC1,KLRC3,KLRC4,KLRF1,KLRG1,KLRK1,LAG3,LAIR2,LAMP1,LAMP3,LAP3,LAT,LAT2,LCK,LEF1,LGALS1,LGALS3,LGALS9,LIF,LILRB4,LIPA,LRRC32,LTA,LTB,LY86,LYN,MCM2,MCM4,MGST1,MITF,MKI67,MME,MMP12,MMP9,MS4A1,MYC,MZB1,NAMPT,NCAM1,NCR3,NINJ2,NKG7,NRP1,NT5E,PASK,PAX5,PCNA,PDCD1,PDIA4,PDIA6,PI3,PIK3AP1,PIK3IP1,PMCH,POU2AF1,PRDM1,PRF1,PSEN1,PTGDR2,PTPRC,PTTG2,QPCT,RGS1,RNASE2,RNASE6,RORA,RORC,RPN2,RUNX3,S100A10,S100A12,S100A9,SELL,SELPLG,SLC25A37,SLC7A7,SNCA,SPP1,STAT1,STAT3,STAT4,STAT5A,STAT6,TARP_refseq,TBX21,TCF4,TCF7,TCL1A,TGFB1,TGFB3,TGFBI,THBD,THBS1,TIAF1,TIGIT,TLR2,TLR7,TLR8,TLR9,TMEM97,TNF,TNFRSF13C,TNFRSF17,TNFRSF25,TNFRSF4,TNFRSF8,TNFRSF9,TNFSF10,TNFSF13,TNFSF13B,TNFSF14,TNFSF8,TOP2A,TPSAB1,TRAC,TRAT1,TRBC2,TRDC,TREM1,TRIB2,TSPAN32,TXK,TYMS,UBE2C,VEGFA,VMO1,VNN2,VPREB3,VPS28,VSIG4,XBP1,YBX3,ZAP70,ZBED2,ZBTB16,ZNF683
8414263,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,5,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,2,0,0,3,0,0,0,13,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,4,10,0,0,0,0,9,1,6,1,0,6,0,7,0,0,0,0,216,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,28,0,0,0,7,0,0,0,0,0,5,0,0,1,0,0,0,13,0,2,51,0,0,0,0,0,0,0,3,1,0,6,1,31,1,0,9,0,0,0,0,0,0,40,4,40,10,63,0,1,0,9,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,2,2,6,43,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,17,4,10,0,1,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,19,1,63,4,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,0,4,0,2,0,0,11,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,1,2,0,0,0,0
1361755,0,1,0,0,0,3,0,1,0,2,0,0,1,0,0,0,0,4,0,0,3,1,8,0,0,0,2,7,0,10,0,0,0,1,0,0,0,0,0,0,0,25,1,0,0,0,0,2,0,0,0,1,0,0,11,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,7,7,0,5,2,0,3,0,3,1,0,32,1,7,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,45,0,0,0,12,0,0,0,0,0,1,0,0,2,0,0,0,6,0,0,64,0,0,5,0,0,0,0,3,1,2,4,1,33,0,0,3,0,0,0,0,0,0,48,3,1,2,9,0,0,0,11,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,2,0,0,0,0,0,9,0,0,0,1,0,0,4,0,0,1,0,0,5,2,32,0,5,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,2,1,0,20,3,2,0,1,0,0,0,2,1,4,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,3,0,1,5,0,0,3,0,0,0,3,0,1,0,1,4,0,2,1,1,10,38,310,4,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,4,4,3,1,0,0,0,1,0,10,0,0,0,2,0,0,0,0,0,2,0,4,0,2,3,0,0,0,0
12265799,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,4,0,0,0,0,7,0,9,0,0,3,0,0,0,0,0,0,0,0,7,0,2,0,2,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,4,9,0,0,0,0,4,0,6,6,0,14,0,5,0,0,0,0,107,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,5,0,35,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,13,0,0,55,0,0,3,0,0,0,0,2,0,1,6,1,60,0,0,6,0,0,0,0,0,0,51,3,8,6,24,0,0,0,8,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,8,4,40,0,2,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,30,3,1,0,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,2,0,0,2,0,22,29,244,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0
3555486,0,0,0,0,0,4,0,1,0,2,0,0,1,0,0,0,0,4,0,0,1,1,2,1,0,0,0,8,0,19,0,0,2,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,10,0,0,0,0,9,1,4,3,0,13,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,42,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,58,0,0,3,0,0,0,0,6,0,1,3,0,12,1,0,8,0,0,0,0,0,0,64,4,34,14,43,0,1,0,28,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,28,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,3,3,3,0,0,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,1,0,3,33,154,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,13,0,0,0,0,1,0,6,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0
6510750,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,7,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,6,11,0,0,0,0,13,0,6,3,0,23,0,5,0,0,0,0,190,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,1,0,37,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,63,0,0,1,0,0,0,0,1,0,3,0,4,15,2,4,7,0,0,1,0,0,0,23,5,20,8,63,0,0,0,13,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,1,4,1,42,0,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,12,4,2,0,0,5,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,2,2,0,0,1,1,17,7,107,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
1052224,0,0,0,0,0,9,0,2,0,0,0,1,0,0,0,0,0,3,0,0,1,2,2,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,2,5,0,0,4,0,0,0,0,5,3,1,4,0,17,0,2,0,0,0,1,400,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,37,0,0,1,0,0,0,0,0,2,6,16,103,35,105,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,17,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,6,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,1,0,9,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3562464,0,1,0,0,0,7,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,4,0,0,0,1,9,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,1,7,0,0,0,0,7,0,9,0,0,25,0,10,0,0,0,0,115,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,43,4,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,10,0,0,79,0,0,1,0,0,0,0,1,0,3,4,1,53,3,0,8,2,0,0,0,0,0,34,2,6,2,19,0,0,0,19,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,10,2,32,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,6,1,0,11,5,5,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,27,29,268,8,1,0,0,1,0,0,2,0,3,1,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
10329609,10,0,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,2,0,0,7,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,24,1,1,1,0,0,0,6,0,1,0,0,257,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,0,0,0,3,0,3,0,0,0,0,1,0,0,1,0,8,0,0,3,0,0,74,0,0,0,21,4,35,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,46,0,1,0,0,8,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,17,0,1,0,3,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,6,0,0,2,0,4,0,0,17,9,0,0,0,0,1,2,0,2,1,0,0,1,0,42,0,0,27,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4449450,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,1,5,0,10,0,0,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,9,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,14,0,0,0,0,11,0,6,2,0,8,0,7,0,0,0,0,72,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,47,10,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,11,0,0,91,0,0,3,0,0,0,0,1,1,1,1,1,52,2,0,7,0,0,0,0,0,0,60,1,3,6,7,0,0,0,18,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,5,36,0,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,22,5,1,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,2,0,9,15,243,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2217279,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,2,0,3,2,4,0,0,0,0,10,0,14,0,0,7,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,1,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,3,4,0,1,13,0,0,3,0,12,0,3,7,0,34,0,6,0,2,0,0,154,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,44,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,38,0,0,2,0,0,0,0,2,0,5,0,0,19,2,4,4,0,0,0,0,0,0,55,3,27,16,44,0,0,0,10,6,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,1,4,34,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,4,0,2,11,2,4,0,1,10,0,0,3,5,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,9,3,75,7,5,0,2,0,0,0,0,0,1,1,0,0,0,3,0,0,0,6,0,0,2,0,3,0,0,0,0,10,0,0,0,0,0,0,3,7,3,0,3,0,0,2,1,11,0,0,0,0,3,0,0,0,0,0,0,4,0,3,1,1,0,0,0
2975320,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,2,7,1,2,3,0,6,0,14,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,21,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,2,15,0,0,1,0,3,5,10,6,0,15,0,8,2,0,0,2,164,10,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,22,3,0,0,6,0,0,2,0,0,1,0,0,1,0,0,0,5,0,0,39,0,0,1,0,0,0,0,2,0,0,4,1,27,0,0,7,0,0,0,0,0,0,37,3,15,15,38,0,0,0,6,1,1,0,0,2,0,0,3,0,0,0,0,0,0,17,3,49,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,6,3,25,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,10,1,8,0,1,6,0,0,1,0,1,0,0,1,0,0,0,0,0,8,5,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,4,0,1,0,0,0,0,2,0,1,0,2,2,0,0,0,0,8,23,117,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
11374474,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,10,0,0,2,0,0,0,0,0,0,0,0,44,37,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,7,0,0,0,0,2,1,3,1,0,18,0,5,0,0,0,0,189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,59,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,17,0,5,42,0,0,2,0,0,0,0,2,0,4,0,0,11,1,1,9,0,0,0,0,0,0,23,9,61,16,56,0,1,0,3,6,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,4,30,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,8,2,3,0,0,8,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,8,0,9,0,3,0,3,0,0,1,1,0,3,1,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0
11364492,0,1,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,8,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,7,0,3,7,0,4,0,2,0,0,0,0,190,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,42,1,0,0,5,0,0,4,0,0,2,0,0,1,0,0,0,7,0,0,20,0,0,0,0,0,0,0,6,0,6,0,0,30,2,0,3,0,0,0,0,0,0,47,12,41,20,65,0,0,0,8,5,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,4,48,0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,20,6,4,0,2,3,0,0,0,3,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,7,41,2,7,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,4,2,4,0,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
3264450,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,1,0,0,1,2,3,0,0,0,0,18,0,16,0,0,2,0,0,0,0,0,0,0,0,33,7,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,12,0,0,0,0,6,0,6,4,0,9,0,1,0,0,0,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,45,1,0,0,9,0,0,3,0,0,1,1,0,0,0,0,0,11,0,0,94,0,0,1,0,0,0,0,6,0,1,1,1,39,1,0,5,0,0,0,0,0,0,20,3,5,8,15,0,0,0,8,3,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,17,1,33,0,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,8,3,2,0,1,1,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,7,26,253,9,4,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0
